nTrades,ROI,PeakPerformance,MeanReturn,MaxLoss,MaxGain,AvgGain,AvgLoss,MaxDrawdown,SharpeRatio,PosReturnPercent,Informed
44,0.32,0.39,0.0026,-0.09,0.08,0.03,-0.03,0.15,1.87,0.66,1.0
39,0.29,0.6,0.0024,-0.33,0.14,0.04,-0.04,0.34,0.97,0.62,1.0
39,0.58,0.58,0.0048,-0.19,0.33,0.06,-0.04,0.23,1.67,0.54,1.0
44,0.27,0.29,0.0023,-0.13,0.19,0.04,-0.03,0.18,1.13,0.52,1.0
44,0.61,0.63,0.005,-0.16,0.39,0.05,-0.03,0.2,1.74,0.59,1.0
45,0.07,0.27,0.0006,-0.22,0.1,0.03,-0.04,0.27,0.27,0.58,1.0
46,0.82,0.85,0.0068,-0.31,0.53,0.05,-0.05,0.31,1.69,0.67,1.0
46,0.78,0.78,0.0064,-0.24,0.21,0.05,-0.05,0.26,2.27,0.7,1.0
43,0.69,0.7,0.0057,-0.19,0.58,0.05,-0.03,0.19,1.53,0.58,1.0
43,1.09,1.09,0.009,-0.13,0.36,0.06,-0.03,0.13,3.12,0.65,1.0
46,1.05,1.05,0.0087,-0.07,0.36,0.04,-0.02,0.14,3.34,0.67,1.0
44,0.5,0.5,0.0041,-0.21,0.39,0.04,-0.05,0.23,1.42,0.66,1.0
44,0.35,0.35,0.0029,-0.13,0.14,0.04,-0.03,0.13,1.57,0.57,1.0
42,0,0.14,0,-0.25,0.26,0.04,-0.04,0.35,0.02,0.48,1.0
41,1.17,1.17,0.0097,-0.06,0.38,0.06,-0.02,0.09,3.04,0.61,1.0
41,0.97,0.97,0.008,-0.03,0.4,0.04,-0.02,0.06,3.16,0.66,1.0
45,0.96,0.96,0.0079,-0.09,0.31,0.05,-0.03,0.11,2.88,0.6,1.0
45,0.51,0.51,0.0042,-0.14,0.25,0.05,-0.02,0.14,1.97,0.4,1.0
47,0.85,0.89,0.007,-0.08,0.26,0.05,-0.02,0.14,2.88,0.6,1.0
45,0.07,0.26,0.0006,-0.32,0.2,0.05,-0.05,0.36,0.19,0.56,1.0
45,0.53,0.53,0.0044,-0.22,0.46,0.05,-0.05,0.24,1.25,0.6,1.0
41,1.15,1.15,0.0095,-0.07,0.32,0.05,-0.03,0.08,3.33,0.71,1.0
41,0.53,0.53,0.0044,-0.11,0.19,0.04,-0.02,0.17,2.45,0.56,1.0
41,0.49,0.49,0.004,-0.13,0.14,0.04,-0.03,0.18,2.09,0.59,1.0
45,0.42,0.42,0.0035,-0.05,0.25,0.04,-0.02,0.11,2.04,0.49,1.0
45,1.25,1.25,0.0104,-0.06,0.27,0.05,-0.02,0.1,3.85,0.69,1.0
42,1.01,1.01,0.0084,-0.11,0.26,0.05,-0.04,0.18,3.54,0.71,1.0
42,1.29,1.29,0.0107,-0.06,0.31,0.05,-0.02,0.1,3.71,0.69,1.0
42,1.69,1.69,0.014,-0.11,0.46,0.06,-0.03,0.17,3.89,0.74,1.0
46,1.02,1.02,0.0084,-0.06,0.18,0.04,-0.01,0.08,4.2,0.63,1.0
46,0.45,0.67,0.0037,-0.11,0.16,0.04,-0.03,0.25,1.88,0.61,1.0
39,0.82,0.82,0.0068,-0.19,0.38,0.06,-0.05,0.22,2.18,0.67,1.0
39,0.71,0.72,0.0059,-0.22,0.21,0.05,-0.04,0.23,2.12,0.64,1.0
39,0.22,0.56,0.0019,-0.29,0.23,0.05,-0.05,0.33,0.67,0.56,1.0
45,0.45,0.88,0.0037,-0.27,0.24,0.05,-0.05,0.51,1.27,0.62,1.0
45,0.36,0.37,0.003,-0.23,0.51,0.05,-0.04,0.42,0.83,0.56,1.0
40,0.01,0.11,0.0001,-0.13,0.14,0.04,-0.03,0.26,0.04,0.47,1.0
40,0.42,0.42,0.0034,-0.17,0.35,0.04,-0.04,0.27,1.27,0.57,1.0
44,0.42,0.47,0.0035,-0.17,0.22,0.05,-0.03,0.21,1.48,0.52,1.0
44,0.97,0.97,0.008,-0.08,0.29,0.05,-0.03,0.14,3.02,0.61,1.0
44,0.87,0.87,0.0072,-0.2,0.42,0.05,-0.04,0.2,2.3,0.66,1.0
41,0.52,0.66,0.0043,-0.27,0.15,0.05,-0.04,0.28,1.61,0.61,1.0
41,0.3,0.31,0.0025,-0.26,0.24,0.04,-0.04,0.29,0.9,0.59,1.0
45,0.56,0.56,0.0047,-0.07,0.18,0.03,-0.02,0.09,2.91,0.62,1.0
45,0.71,0.71,0.0059,-0.11,0.49,0.05,-0.03,0.33,1.75,0.53,1.0
45,0.31,0.35,0.0026,-0.08,0.08,0.03,-0.02,0.12,2.09,0.62,1.0
39,0.5,0.51,0.0042,-0.19,0.37,0.07,-0.04,0.45,1.31,0.51,1.0
39,0.27,0.71,0.0022,-0.33,0.17,0.05,-0.05,0.5,0.79,0.59,1.0
43,0.73,0.73,0.0061,-0.17,0.51,0.06,-0.03,0.22,1.73,0.56,1.0
43,0.16,0.16,0.0013,-0.26,0.3,0.04,-0.04,0.3,0.52,0.56,1.0
42,0.2,0.25,0.0016,-0.25,0.12,0.03,-0.04,0.25,0.8,0.64,1.0
42,0.62,0.62,0.0051,-0.18,0.23,0.04,-0.04,0.18,2.31,0.64,1.0
43,0.38,0.44,0.0031,-0.24,0.17,0.03,-0.03,0.3,1.5,0.6,1.0
43,0.9,0.9,0.0075,-0.09,0.34,0.05,-0.03,0.16,2.84,0.65,1.0
43,0.39,0.42,0.0033,-0.19,0.22,0.04,-0.03,0.24,1.61,0.6,1.0
45,0.88,0.88,0.0073,-0.16,0.24,0.04,-0.04,0.16,2.94,0.71,1.0
45,0.72,0.72,0.006,-0.19,0.38,0.05,-0.03,0.22,2.1,0.58,1.0
49,0.78,0.78,0.0064,-0.14,0.23,0.05,-0.03,0.21,2.58,0.63,1.0
49,1.01,1.01,0.0083,-0.23,0.41,0.05,-0.03,0.23,2.55,0.63,1.0
49,0.28,0.46,0.0023,-0.19,0.19,0.04,-0.04,0.3,0.98,0.57,1.0
44,0.55,0.55,0.0045,-0.16,0.54,0.07,-0.03,0.33,1.19,0.45,1.0
44,0.04,0.49,0.0003,-0.34,0.21,0.04,-0.04,0.45,0.12,0.52,1.0
42,0.85,0.85,0.0071,-0.09,0.12,0.05,-0.02,0.1,3.91,0.62,1.0
42,1.24,1.24,0.0103,-0.11,0.5,0.06,-0.03,0.13,2.98,0.67,1.0
44,0.65,0.65,0.0054,-0.2,0.35,0.04,-0.04,0.23,1.92,0.64,1.0
44,0.68,0.68,0.0056,-0.32,0.33,0.04,-0.05,0.41,1.73,0.73,1.0
44,0.78,0.79,0.0064,-0.19,0.18,0.04,-0.04,0.19,2.87,0.7,1.0
45,0.21,0.45,0.0017,-0.29,0.16,0.04,-0.05,0.33,0.65,0.6,1.0
45,0.5,0.61,0.0042,-0.26,0.22,0.05,-0.04,0.29,1.6,0.6,1.0
44,0.61,0.61,0.0051,-0.1,0.23,0.04,-0.02,0.11,2.56,0.57,1.0
44,0.75,0.75,0.0062,-0.1,0.52,0.06,-0.03,0.32,1.78,0.57,1.0
44,0.6,0.61,0.005,-0.09,0.21,0.04,-0.03,0.18,2.48,0.59,1.0
43,0.84,0.84,0.007,-0.08,0.24,0.04,-0.03,0.11,3,0.67,1.0
43,0.64,0.69,0.0053,-0.09,0.24,0.04,-0.02,0.14,2.5,0.58,1.0
44,0.19,0.24,0.0016,-0.21,0.12,0.04,-0.03,0.25,0.74,0.5,1.0
44,1.01,1.02,0.0084,-0.09,0.38,0.06,-0.02,0.14,2.8,0.57,1.0
44,0.88,0.88,0.0073,-0.08,0.21,0.05,-0.02,0.12,3.59,0.57,1.0
47,0.9,0.96,0.0075,-0.06,0.39,0.05,-0.02,0.18,2.62,0.55,1.0
47,1.1,1.1,0.0091,-0.11,0.25,0.06,-0.03,0.22,3.47,0.6,1.0
43,0.72,0.75,0.006,-0.07,0.15,0.04,-0.02,0.19,3.17,0.65,1.0
43,0.59,0.6,0.0049,-0.33,0.46,0.05,-0.05,0.35,1.31,0.63,1.0
43,0.81,0.81,0.0067,-0.21,0.46,0.05,-0.04,0.21,2.02,0.65,1.0
45,0.93,0.93,0.0077,-0.18,0.52,0.06,-0.02,0.18,2.25,0.56,1.0
45,0.16,0.16,0.0013,-0.26,0.17,0.04,-0.04,0.34,0.56,0.56,1.0
45,0.94,0.95,0.0077,-0.17,0.52,0.05,-0.03,0.19,2.2,0.6,1.0
46,1.05,1.06,0.0086,-0.11,0.23,0.05,-0.02,0.11,3.41,0.65,1.0
46,0.82,0.82,0.0068,-0.13,0.41,0.05,-0.04,0.18,2.1,0.63,1.0
46,0.77,0.77,0.0064,-0.06,0.15,0.05,-0.03,0.21,3.24,0.59,1.0
46,0.99,0.99,0.0082,-0.07,0.46,0.07,-0.02,0.29,2.44,0.48,1.0
42,0.34,0.34,0.0028,-0.28,0.51,0.05,-0.05,0.43,0.76,0.6,1.0
42,0.5,0.58,0.0042,-0.2,0.4,0.06,-0.04,0.27,1.3,0.5,1.0
42,0.44,0.47,0.0037,-0.11,0.11,0.04,-0.02,0.12,2.28,0.55,1.0
44,0.94,0.94,0.0078,-0.18,0.51,0.06,-0.04,0.25,2.02,0.61,1.0
44,0.67,0.67,0.0055,-0.22,0.48,0.05,-0.04,0.24,1.59,0.57,1.0
48,0.49,0.58,0.004,-0.24,0.24,0.06,-0.03,0.31,1.33,0.48,1.0
48,0.07,0.42,0.0006,-0.28,0.16,0.04,-0.04,0.35,0.22,0.48,1.0
42,1.02,1.03,0.0084,-0.08,0.26,0.06,-0.03,0.15,3.12,0.6,1.0
42,0.79,0.81,0.0065,-0.05,0.23,0.05,-0.02,0.15,2.98,0.62,1.0
42,0.56,0.56,0.0047,-0.1,0.23,0.05,-0.03,0.28,2.15,0.57,1.0
42,0.59,0.59,0.0049,-0.08,0.21,0.05,-0.03,0.17,2.22,0.57,1.0
42,0.61,0.65,0.005,-0.23,0.41,0.05,-0.04,0.23,1.66,0.64,1.0
47,0.71,0.72,0.0059,-0.18,0.43,0.06,-0.03,0.33,1.84,0.49,1.0
47,0.9,0.9,0.0074,-0.2,0.49,0.05,-0.04,0.27,2.15,0.66,1.0
47,0.3,0.6,0.0024,-0.2,0.22,0.04,-0.04,0.32,1.05,0.62,1.0
45,0.36,0.37,0.003,-0.2,0.38,0.05,-0.04,0.28,0.96,0.53,1.0
45,-0.09,0.08,-0.0008,-0.26,0.28,0.04,-0.05,0.5,-0.27,0.51,1.0
45,0.9,0.9,0.0075,-0.09,0.31,0.05,-0.03,0.12,2.83,0.62,1.0
45,0.76,0.76,0.0062,-0.11,0.36,0.05,-0.03,0.14,2.23,0.53,1.0
45,0.86,0.86,0.0071,-0.06,0.24,0.05,-0.03,0.15,3.07,0.62,1.0
47,-0.27,0.44,-0.0023,-0.35,0.15,0.04,-0.05,0.72,-0.72,0.49,1.0
47,-0.1,0.44,-0.0009,-0.32,0.15,0.03,-0.05,0.54,-0.29,0.57,1.0
41,0.82,0.82,0.0068,-0.16,0.15,0.04,-0.02,0.16,3.46,0.68,1.0
40,0.12,0.44,0.001,-0.3,0.14,0.03,-0.05,0.35,0.42,0.62,1.0
40,0.44,0.9,0.0036,-0.32,0.23,0.05,-0.05,0.46,1.22,0.57,1.0
45,0.8,0.8,0.0066,-0.17,0.51,0.05,-0.03,0.25,1.94,0.58,1.0
45,0.53,0.66,0.0044,-0.25,0.19,0.04,-0.03,0.26,1.86,0.6,1.0
43,0.42,0.53,0.0035,-0.25,0.25,0.04,-0.06,0.41,1.24,0.7,1.0
43,0.43,0.52,0.0036,-0.29,0.17,0.04,-0.06,0.29,1.3,0.67,1.0
48,0.01,0.17,0.0001,-0.26,0.1,0.03,-0.04,0.3,0.04,0.54,1.0
48,0.13,0.32,0.001,-0.29,0.22,0.04,-0.05,0.46,0.34,0.6,1.0
43,0.9,0.9,0.0075,-0.15,0.36,0.04,-0.03,0.15,2.66,0.7,1.0
43,0.96,0.97,0.0079,-0.19,0.38,0.05,-0.03,0.19,2.8,0.67,1.0
44,0.76,0.79,0.0063,-0.09,0.16,0.04,-0.02,0.09,3.7,0.64,1.0
44,0.86,0.86,0.0071,-0.09,0.46,0.05,-0.04,0.16,2.3,0.64,1.0
44,0.68,0.68,0.0056,-0.08,0.16,0.04,-0.03,0.16,3.06,0.61,1.0
39,0.27,0.53,0.0022,-0.29,0.17,0.04,-0.05,0.37,0.84,0.62,1.0
39,0.15,0.15,0.0012,-0.2,0.14,0.04,-0.04,0.21,0.58,0.51,1.0
39,0.93,0.93,0.0077,-0.07,0.32,0.05,-0.02,0.16,3.17,0.62,1.0
39,1.08,1.08,0.009,-0.16,0.19,0.05,-0.04,0.2,3.57,0.74,1.0
39,1.15,1.15,0.0095,-0.09,0.46,0.07,-0.03,0.09,2.9,0.59,1.0
42,0.32,0.34,0.0026,-0.15,0.21,0.04,-0.04,0.19,1.16,0.57,1.0
42,0.93,0.97,0.0077,-0.1,0.34,0.07,-0.03,0.17,2.7,0.52,1.0
42,0.97,0.97,0.008,-0.13,0.3,0.06,-0.03,0.25,2.69,0.6,1.0
45,0.28,0.33,0.0023,-0.22,0.3,0.06,-0.04,0.25,0.78,0.49,1.0
45,-0.17,0.27,-0.0014,-0.28,0.25,0.05,-0.05,0.62,-0.48,0.47,1.0
42,-0.03,0.38,-0.0003,-0.54,0.16,0.04,-0.07,0.56,-0.08,0.6,1.0
42,0.36,0.72,0.003,-0.53,0.25,0.04,-0.09,0.57,0.75,0.74,1.0
42,0.31,0.31,0.0026,-0.32,0.6,0.06,-0.06,0.56,0.57,0.6,1.0
46,1.01,1.01,0.0084,-0.07,0.22,0.05,-0.02,0.08,3.77,0.65,1.0
46,0.73,0.78,0.006,-0.09,0.26,0.05,-0.02,0.14,2.57,0.54,1.0
46,0.94,0.95,0.0078,-0.09,0.19,0.04,-0.02,0.1,3.4,0.65,1.0
45,0.53,0.68,0.0043,-0.11,0.19,0.04,-0.03,0.27,2.12,0.62,1.0
45,0.34,0.35,0.0028,-0.11,0.17,0.03,-0.02,0.21,1.77,0.6,1.0
43,0.89,0.93,0.0073,-0.07,0.35,0.05,-0.02,0.1,2.98,0.6,1.0
43,0.91,0.91,0.0075,-0.07,0.2,0.04,-0.02,0.09,3.65,0.65,1.0
43,1.12,1.14,0.0092,-0.08,0.26,0.05,-0.03,0.14,3.52,0.7,1.0
41,1.1,1.1,0.0091,-0.08,0.31,0.07,-0.02,0.21,3.24,0.56,1.0
41,0.79,0.79,0.0065,-0.09,0.3,0.04,-0.03,0.1,2.88,0.66,1.0
41,0.43,0.43,0.0035,-0.12,0.22,0.04,-0.04,0.28,1.69,0.63,1.0
47,0.83,0.83,0.0069,-0.18,0.32,0.05,-0.03,0.18,2.59,0.6,1.0
47,0.54,0.57,0.0045,-0.09,0.19,0.04,-0.03,0.17,2.4,0.62,1.0
47,0.2,0.43,0.0017,-0.18,0.11,0.03,-0.03,0.23,0.84,0.55,1.0
47,0.39,0.44,0.0032,-0.12,0.2,0.04,-0.03,0.23,1.51,0.53,1.0
47,0.38,0.43,0.0032,-0.08,0.24,0.04,-0.03,0.28,1.58,0.57,1.0
46,0.12,0.43,0.001,-0.31,0.2,0.03,-0.05,0.37,0.38,0.61,1.0
46,0.3,0.59,0.0025,-0.29,0.23,0.05,-0.04,0.35,0.87,0.52,1.0
46,0.5,0.5,0.0041,-0.22,0.37,0.05,-0.04,0.28,1.37,0.54,1.0
43,0.67,0.76,0.0056,-0.1,0.16,0.04,-0.04,0.23,2.71,0.65,1.0
43,0.72,0.72,0.0059,-0.11,0.26,0.05,-0.04,0.29,2.2,0.63,1.0
43,0.93,0.93,0.0077,-0.08,0.44,0.06,-0.03,0.25,2.48,0.56,1.0
43,0.54,0.56,0.0044,-0.12,0.23,0.05,-0.04,0.28,1.86,0.58,1.0
40,0.42,0.43,0.0035,-0.1,0.12,0.04,-0.03,0.17,2.13,0.6,1.0
40,0.85,0.88,0.007,-0.07,0.29,0.06,-0.03,0.12,2.82,0.57,1.0
39,0.12,0.12,0.001,-0.38,0.4,0.05,-0.04,0.48,0.3,0.51,1.0
39,0.56,0.56,0.0047,-0.18,0.42,0.05,-0.04,0.23,1.57,0.59,1.0
39,0.59,0.59,0.0049,-0.13,0.18,0.06,-0.03,0.15,2.24,0.49,1.0
44,0.17,0.29,0.0014,-0.17,0.15,0.04,-0.04,0.22,0.75,0.55,1.0
44,0.76,0.77,0.0062,-0.04,0.25,0.04,-0.02,0.1,3.21,0.64,1.0
44,0.35,0.35,0.0029,-0.22,0.17,0.04,-0.05,0.22,1.24,0.66,1.0
42,0.98,0.98,0.0081,-0.17,0.35,0.06,-0.03,0.18,2.77,0.6,1.0
42,0.05,0.16,0.0004,-0.27,0.15,0.03,-0.05,0.27,0.18,0.62,1.0
45,0.28,0.28,0.0023,-0.12,0.1,0.03,-0.03,0.23,1.41,0.58,1.0
45,0.5,0.52,0.0041,-0.23,0.47,0.06,-0.04,0.34,1.11,0.53,1.0
45,0.68,0.68,0.0056,-0.12,0.12,0.04,-0.03,0.18,3.14,0.64,1.0
43,0.32,0.41,0.0026,-0.28,0.23,0.04,-0.05,0.33,1,0.63,1.0
43,0.58,0.58,0.0048,-0.12,0.18,0.04,-0.03,0.13,2.43,0.6,1.0
42,0.68,0.68,0.0056,-0.08,0.17,0.04,-0.03,0.1,3,0.64,1.0
42,0.44,0.47,0.0036,-0.09,0.12,0.04,-0.03,0.12,2.16,0.6,1.0
42,0.72,0.72,0.006,-0.08,0.25,0.06,-0.02,0.18,2.45,0.5,1.0
42,0.98,0.98,0.0081,-0.15,0.29,0.06,-0.03,0.15,3.19,0.62,1.0
42,0.51,0.51,0.0042,-0.31,0.4,0.05,-0.05,0.34,1.3,0.62,1.0
42,0.58,0.62,0.0048,-0.11,0.15,0.04,-0.04,0.12,2.4,0.67,1.0
43,0.65,0.65,0.0054,-0.12,0.33,0.05,-0.03,0.17,2.04,0.53,1.0
43,1.04,1.04,0.0086,-0.08,0.3,0.04,-0.02,0.08,3.52,0.7,1.0
44,0.52,0.57,0.0043,-0.22,0.33,0.05,-0.05,0.33,1.4,0.61,1.0
44,0.24,0.44,0.002,-0.29,0.16,0.05,-0.04,0.29,0.74,0.48,1.0
44,0.36,0.36,0.003,-0.22,0.33,0.05,-0.04,0.28,1.01,0.55,1.0
42,0.2,0.49,0.0017,-0.26,0.22,0.05,-0.05,0.5,0.6,0.57,1.0
42,0.81,0.81,0.0067,-0.19,0.38,0.05,-0.03,0.19,2.22,0.62,1.0
42,0.73,0.73,0.006,-0.25,0.34,0.05,-0.05,0.3,1.94,0.69,1.0
46,0.93,0.93,0.0077,-0.11,0.33,0.05,-0.03,0.25,2.68,0.61,1.0
46,0.78,0.78,0.0065,-0.2,0.38,0.05,-0.03,0.2,2.14,0.59,1.0
46,1.21,1.21,0.01,-0.1,0.24,0.06,-0.03,0.19,3.75,0.65,1.0
43,0.52,0.92,0.0043,-0.33,0.22,0.05,-0.04,0.4,1.47,0.6,1.0
43,0.83,0.83,0.0069,-0.17,0.37,0.05,-0.03,0.18,2.27,0.63,1.0
43,0.28,0.28,0.0023,-0.16,0.12,0.03,-0.04,0.21,1.36,0.67,1.0
43,0.31,0.31,0.0026,-0.12,0.23,0.04,-0.04,0.33,1.25,0.6,1.0
43,0.24,0.24,0.0019,-0.2,0.17,0.04,-0.04,0.28,0.9,0.6,1.0
45,0.97,0.97,0.008,-0.1,0.21,0.05,-0.03,0.1,3.44,0.6,1.0
45,0.43,0.43,0.0036,-0.16,0.22,0.04,-0.03,0.25,1.51,0.56,1.0
45,0.4,0.42,0.0033,-0.16,0.16,0.04,-0.03,0.16,1.61,0.58,1.0
45,1.11,1.11,0.0092,-0.13,0.42,0.05,-0.04,0.28,2.88,0.71,1.0
45,0.75,0.75,0.0062,-0.11,0.21,0.04,-0.03,0.16,2.84,0.64,1.0
45,0.24,0.43,0.002,-0.19,0.23,0.03,-0.04,0.21,0.89,0.67,1.0
45,0.9,0.95,0.0074,-0.21,0.32,0.04,-0.06,0.21,2.48,0.78,1.0
44,0.42,0.79,0.0034,-0.33,0.21,0.05,-0.05,0.41,1.18,0.61,1.0
44,0.54,0.79,0.0044,-0.32,0.31,0.04,-0.04,0.4,1.52,0.64,1.0
41,-0.4,0.01,-0.0033,-0.29,0.09,0.03,-0.04,0.41,-1.48,0.46,1.0
41,0.15,0.19,0.0012,-0.23,0.23,0.05,-0.04,0.26,0.5,0.46,1.0
41,0.71,0.71,0.0059,-0.2,0.36,0.05,-0.04,0.25,1.96,0.61,1.0
43,0.73,0.73,0.006,-0.19,0.4,0.04,-0.04,0.22,1.97,0.7,1.0
43,0.34,0.68,0.0028,-0.29,0.17,0.03,-0.03,0.34,1.21,0.6,1.0
44,0.31,0.31,0.0026,-0.22,0.32,0.05,-0.03,0.25,0.92,0.48,1.0
44,0.57,0.67,0.0047,-0.25,0.16,0.05,-0.04,0.3,1.78,0.59,1.0
44,0.49,0.71,0.0041,-0.3,0.13,0.05,-0.04,0.31,1.58,0.57,1.0
48,0.23,0.55,0.0019,-0.31,0.19,0.04,-0.04,0.36,0.65,0.54,1.0
48,-0.07,0,-0.0005,-0.32,0.46,0.05,-0.05,0.5,-0.14,0.5,1.0
45,0.86,0.86,0.0071,-0.08,0.23,0.04,-0.03,0.22,3.23,0.71,1.0
45,1.03,1.03,0.0085,-0.06,0.23,0.04,-0.02,0.1,3.91,0.69,1.0
45,0.75,0.75,0.0062,-0.05,0.22,0.04,-0.02,0.08,3.31,0.62,1.0
42,1.13,1.13,0.0094,-0.08,0.35,0.05,-0.03,0.09,3.54,0.71,1.0
42,0.76,0.77,0.0063,-0.06,0.13,0.05,-0.02,0.14,3.64,0.57,1.0
42,1.13,1.13,0.0093,-0.11,0.41,0.05,-0.03,0.11,3.24,0.67,1.0
43,0.69,0.7,0.0057,-0.07,0.15,0.04,-0.03,0.15,3.48,0.65,1.0
43,0.85,0.86,0.007,-0.08,0.33,0.06,-0.02,0.11,2.58,0.49,1.0
42,0.81,0.81,0.0067,-0.13,0.42,0.06,-0.02,0.21,2.1,0.5,1.0
42,0.93,0.93,0.0077,-0.12,0.37,0.06,-0.03,0.16,2.53,0.57,1.0
42,0.68,0.78,0.0056,-0.11,0.3,0.05,-0.02,0.18,2.21,0.52,1.0
46,0.49,0.49,0.004,-0.09,0.21,0.04,-0.03,0.23,1.96,0.57,1.0
46,0.28,0.28,0.0024,-0.17,0.24,0.05,-0.04,0.39,0.83,0.52,1.0
46,0.12,0.14,0.001,-0.19,0.16,0.04,-0.03,0.23,0.48,0.52,1.0
44,0.87,0.87,0.0072,-0.18,0.38,0.05,-0.04,0.32,2.3,0.61,1.0
44,0.49,0.51,0.004,-0.12,0.26,0.04,-0.03,0.22,1.7,0.59,1.0
40,0.78,0.78,0.0065,-0.13,0.43,0.04,-0.04,0.13,2.24,0.72,1.0
40,0.82,0.82,0.0068,-0.1,0.28,0.06,-0.03,0.16,2.62,0.55,1.0
40,0.91,0.95,0.0075,-0.05,0.2,0.04,-0.02,0.08,3.77,0.7,1.0
42,1.14,1.14,0.0094,-0.13,0.5,0.06,-0.03,0.13,2.78,0.62,1.0
42,0.24,0.3,0.002,-0.21,0.14,0.04,-0.03,0.25,1,0.52,1.0
42,0.9,0.91,0.0075,-0.21,0.45,0.06,-0.04,0.23,2.25,0.64,1.0
45,0.8,0.83,0.0066,-0.1,0.29,0.05,-0.02,0.25,2.47,0.6,1.0
45,0.91,0.91,0.0075,-0.07,0.23,0.05,-0.02,0.11,2.98,0.6,1.0
45,0.22,0.3,0.0018,-0.1,0.15,0.04,-0.03,0.17,1.07,0.49,1.0
45,0.83,0.83,0.0068,-0.16,0.27,0.05,-0.03,0.29,2.59,0.62,1.0
43,-0.21,0.52,-0.0018,-0.36,0.2,0.03,-0.08,0.79,-0.53,0.65,1.0
43,0.33,0.36,0.0027,-0.26,0.28,0.04,-0.04,0.32,0.99,0.58,1.0
47,0.02,0.26,0.0002,-0.12,0.2,0.04,-0.03,0.46,0.1,0.45,1.0
47,1.3,1.3,0.0107,-0.08,0.34,0.05,-0.02,0.12,3.86,0.68,1.0
47,1.19,1.19,0.0098,-0.06,0.51,0.06,-0.02,0.1,2.85,0.6,1.0
46,0.24,0.24,0.002,-0.21,0.47,0.04,-0.05,0.32,0.58,0.59,1.0
46,0.21,0.21,0.0017,-0.21,0.41,0.04,-0.05,0.41,0.52,0.61,1.0
46,-0.21,0.04,-0.0017,-0.27,0.2,0.03,-0.05,0.47,-0.67,0.52,1.0
40,0.55,0.55,0.0046,-0.23,0.22,0.04,-0.04,0.27,1.87,0.68,1.0
40,0.14,0.25,0.0012,-0.19,0.21,0.04,-0.05,0.22,0.53,0.62,1.0
43,1.19,1.21,0.0098,-0.11,0.37,0.06,-0.03,0.17,3.17,0.65,1.0
43,0.35,0.42,0.0029,-0.07,0.2,0.04,-0.02,0.17,1.5,0.47,1.0
43,1,1,0.0083,-0.05,0.4,0.05,-0.02,0.15,2.8,0.6,1.0
45,0.18,0.23,0.0015,-0.2,0.1,0.03,-0.04,0.24,0.75,0.67,1.0
45,0.9,0.9,0.0075,-0.06,0.26,0.04,-0.03,0.14,3.16,0.67,1.0
45,0.34,0.34,0.0028,-0.21,0.12,0.03,-0.03,0.21,1.45,0.62,1.0
40,0.47,0.47,0.0039,-0.14,0.27,0.06,-0.03,0.3,1.47,0.47,1.0
40,0.52,0.52,0.0043,-0.18,0.2,0.04,-0.05,0.23,1.8,0.65,1.0
40,1,1,0.0083,-0.12,0.35,0.06,-0.02,0.12,2.95,0.57,1.0
41,0.97,0.99,0.008,-0.07,0.41,0.05,-0.02,0.16,2.6,0.61,1.0
41,0.58,0.76,0.0048,-0.14,0.19,0.04,-0.03,0.19,2.42,0.61,1.0
41,0.49,0.58,0.004,-0.15,0.28,0.04,-0.03,0.18,1.72,0.61,1.0
41,0.75,0.75,0.0062,-0.1,0.29,0.05,-0.02,0.18,2.42,0.54,1.0
41,0.48,0.48,0.004,-0.12,0.35,0.05,-0.03,0.21,1.37,0.49,1.0
41,0.37,0.4,0.0031,-0.26,0.16,0.03,-0.05,0.26,1.44,0.71,1.0
41,0.75,0.79,0.0062,-0.11,0.24,0.05,-0.04,0.13,2.56,0.66,1.0
41,0.49,0.49,0.004,-0.09,0.21,0.04,-0.03,0.2,2.12,0.56,1.0
43,0.36,0.37,0.003,-0.18,0.23,0.04,-0.04,0.32,1.31,0.63,1.0
43,0.34,0.34,0.0028,-0.17,0.25,0.05,-0.04,0.29,1.13,0.49,1.0
43,0.62,0.63,0.0051,-0.12,0.18,0.04,-0.03,0.12,2.86,0.65,1.0
44,0.48,0.48,0.0039,-0.2,0.54,0.05,-0.03,0.24,1.12,0.52,1.0
44,0.04,0.11,0.0003,-0.25,0.24,0.04,-0.03,0.35,0.14,0.43,1.0
44,0.76,0.76,0.0063,-0.11,0.55,0.06,-0.03,0.21,1.77,0.52,1.0
40,0.47,0.47,0.0039,-0.12,0.14,0.04,-0.03,0.19,2.1,0.57,1.0
40,0.71,0.73,0.0059,-0.18,0.25,0.06,-0.03,0.18,2.4,0.53,1.0
40,0.57,0.64,0.0047,-0.15,0.21,0.04,-0.03,0.18,2.16,0.57,1.0
43,0.74,0.75,0.0061,-0.2,0.19,0.04,-0.03,0.2,2.8,0.7,1.0
43,0.67,0.67,0.0055,-0.09,0.29,0.04,-0.03,0.18,2.37,0.65,1.0
44,0.04,0.28,0.0003,-0.31,0.2,0.04,-0.03,0.33,0.14,0.45,1.0
44,0.71,0.71,0.0059,-0.24,0.39,0.04,-0.05,0.24,1.93,0.75,1.0
44,0.16,0.16,0.0013,-0.25,0.13,0.03,-0.03,0.27,0.69,0.52,1.0
